id,user_id,created_at,message,category
286,264441,2023-09-28 16:44:01.529795+00,"acne,nivea moisturizer ponds facewas,sasylic acid, around 200",Pimples and Acne Removal
287,264441,2023-09-28 16:44:21.637409+00,some good acne products,General Skincare and Skincare Issues
288,265847,2023-09-28 16:44:33.618669+00,Mujhe clean face chaiye,Pimples and Acne Removal
289,264441,2023-09-28 16:46:56.135863+00,i use a face wash moisturizer and sunscreen in morning and in the evening i use facewash moisturizer and lipbalm i have acne i use ponds and nivea my routine takes about 5 minutes i would like products that make my skin glowing,Product Recommendations
290,264441,2023-09-28 16:47:17.022077+00,i would like products that make my skin glowing,Product and Routine Questions
291,264441,2023-09-28 16:48:34.309779+00,ded,Other
292,264441,2023-09-28 16:48:41.634666+00,ded,Other
293,265838,2023-09-28 16:51:27.597962+00,Which is the best cleanser,General Skincare and Skincare Issues
294,265838,2023-09-28 16:52:09.263353+00,Best face cleansers,General Skincare and Skincare Issues
295,265638,2023-09-28 16:58:21.162424+00,I have pimples in my face...,Pimples and Acne Removal
296,265638,2023-09-28 16:58:42.98469+00,So what can I do,Other
297,265911,2023-09-28 17:11:14.855834+00,Please suggest me morning skincare routine because I am suffering from lot of pimples,Skincare Routine Advice
298,265911,2023-09-28 17:11:43.261041+00,How to make a perfect skincare routine,Skincare Routine Advice
299,265910,2023-09-28 17:26:45.538118+00,My skin is oily when applied sunscreen and moisturizer and i sweat very easily,Product Recommendations
300,265910,2023-09-28 17:27:16.087412+00,Is there any problem with my sunscreen?,Other
301,265949,2023-09-28 17:43:06.591105+00,I have dark spots on my knuckles of my hand,Pimples and Acne Removal
302,265949,2023-09-28 17:43:36.855573+00,Why do I have dark spots on my knuckles?,Pimples and Acne Removal
303,265949,2023-09-28 17:44:47.277331+00,How do I fix the dark spots on my knuckles ?,Pimples and Acne Removal
304,265165,2023-09-28 17:57:32.501582+00,I have many pimples from last 8 months,Pimples and Acne Removal
305,265165,2023-09-28 17:58:36.096473+00,I have many pimples from last 8 months,Pimples and Acne Removal
306,265165,2023-09-28 18:00:38.090939+00,I don't know,Product Recommendations
307,265980,2023-09-28 18:01:08.411202+00,Hindi language mein batt kro,Other
308,265980,2023-09-28 18:01:28.902817+00,Pimple nhii hatt rehe,Pimples and Acne Removal
309,265165,2023-09-28 18:01:58.822656+00,"I have many pimples in my face , and It only increasing, I follow skin care routine,but it doesn't work",Pimples and Acne Removal
310,265993,2023-09-28 18:15:31.685005+00,My skin type is oili,Skin Type Specific Concerns
311,265993,2023-09-28 18:18:12.077621+00,Oili  want's to remove my acne and pigmentation  I don't have such Idea about the brands and all   I also don't have idea for the ingredients  and occasionally,Pimples and Acne Removal
312,265993,2023-09-28 18:22:40.81895+00,Doing job    I am worried about my acne and pigmentation  I am only using sofe on my face   my routine length is 10 house  there is  no any special consideration,Pimples and Acne Removal
313,265586,2023-09-28 18:46:45.746451+00,?,Other
314,265586,2023-09-28 18:47:47.777422+00,"oily skin and greasy, my goal is to have a glass, clean and healthy skin",Skin Type Specific Concerns
315,266047,2023-09-28 19:25:31.598392+00,bad acne oily skin,Skin Type Specific Concerns
316,266040,2023-09-28 19:26:26.534677+00,Hello How can my pimples go away? They have been there for 4 years,Pimples and Acne Removal
317,266040,2023-09-28 19:26:40.334779+00,How can my pimples go away? They have been there for 4 years,Pimples and Acne Removal
318,266040,2023-09-28 19:26:50.531683+00,Jes,Other
319,266040,2023-09-28 19:28:27.364793+00,Wie kann ich wissen welches gesichtsgel gut ist,Other
320,266040,2023-09-28 19:29:24.236949+00,Which cleaning gels are good?,General Skincare and Skincare Issues
321,266040,2023-09-28 19:31:15.105273+00,Evenig,Other
322,266040,2023-09-28 19:31:37.897514+00,Evenig skin car routine please,Skincare Routine Advice
323,266046,2023-09-28 19:37:30.318397+00,"I have quite bad acne on my forehead and large pores around my nose and under my eyes my cheeks are normal but my forehead, nose and chin are extremely greasy and they all are spotty and are covered in blackheads but I can never find the right products I don’t really wanna spend more than £20-30 I cant have any sulphate and i like to apply my product with my hands",Product and Routine Questions
324,266046,2023-09-28 19:38:03.679763+00,So what are your recommendations for my skin,General Skincare and Skincare Issues
325,257355,2023-09-28 19:47:38.117992+00,"My target issues are active breakouts, blemishes, dark spots and blackheads. I am currently using a salicylic cleanser by the inkey list, also a bunch of Korean skincare. I’d like my ingredients to be soothing so that my skin doesn’t get irritated further. Low budget to medium budget, nothing too pricy",General Skincare and Skincare Issues
326,257355,2023-09-28 19:48:07.423012+00,What’s a good cleanser for my acne prone skin?,General Skincare and Skincare Issues
327,266065,2023-09-28 20:04:44.27295+00,Morning and evening,Skincare Routine Advice
328,257969,2023-09-28 20:09:54.098839+00,"My skin is dry and i have an acne, and my skin is not uniformness and i have bags under my eyes",Skin Type Specific Concerns
329,257969,2023-09-28 20:10:08.878003+00,So whats my skin type?,Skin Type Specific Concerns
330,257969,2023-09-28 20:11:09.564604+00,Dry skin type,Skin Type Specific Concerns
331,266076,2023-09-28 20:47:21.681751+00,I Break out all the time in hormonal and I think fungal acne I get so many white heads and my skin gets itchy whenever I do I eat a lot of sweet stuff and it’s hard to cut back and I’m a vegetarian,Pimples and Acne Removal
332,266076,2023-09-28 20:47:50.782125+00,How to get rid of hormonal fungal acne,Pimples and Acne Removal
333,266076,2023-09-28 20:48:48.590617+00,I eat too much bad stuff and it breaks me out,Diet and Nutrition
334,266076,2023-09-28 20:49:17.509744+00,Give me some healthy easy recipes,Diet and Nutrition
335,264657,2023-09-28 20:51:44.546113+00,Normal skin type,Skin Type Specific Concerns
336,264657,2023-09-28 20:52:28.030833+00,What cleanser can I use daily to make my face glow?,General Skincare and Skincare Issues
337,265269,2023-09-28 21:15:04.442898+00,"I have both very oily and very dry skin and acne is appearing on myskin very often, what sjincare products donyou recommend",Skin Type Specific Concerns
338,263323,2023-09-28 22:06:37.520848+00,will fake tan make my break out worse?,Other
339,263323,2023-09-28 22:07:06.041084+00,will putting fake tan on my breakouts make it worse,Other
340,256088,2023-09-28 22:14:26.143231+00,I tried new skincare products but i got 5 more pimples why is that,Product and Routine Questions
341,256088,2023-09-28 22:14:57.892095+00,When do i know that my skin is purging,Product Recommendations
342,266120,2023-09-28 22:20:36.099141+00,"I have a break out on my cheek, what do I do?",Other
343,266120,2023-09-28 22:20:58.220538+00,What to do if my skin breaks out,General Skincare and Skincare Issues
344,266120,2023-09-28 22:22:02.428051+00,What do I use for my spots?,General Skincare and Skincare Issues
345,266120,2023-09-28 22:22:34.146829+00,What skin care product do I use for my slots on my forehead?,Product and Routine Questions
346,266034,2023-09-28 22:46:59.784567+00,How do I choose right serum,Product Recommendations
347,266034,2023-09-28 22:47:23.093269+00,How do I chose right serum,Product Recommendations
348,266127,2023-09-28 22:47:47.117445+00,"Oily skin, reduce acne and scars, not expensive brands, niacinamide or salicylic acid or green tea or vitamin c, daily",Pimples and Acne Removal
349,266127,2023-09-28 22:48:17.710234+00,what products can i use?,Product and Routine Questions
350,266127,2023-09-28 22:51:18.415797+00,"only gel cream work because they aren’t heavy, i break out a lot on my cheeks and jaw and on the forehead, my pore appear mostly on my nose and around it, after i wash my face ita stars to get greasy",General Skincare and Skincare Issues
351,266127,2023-09-28 22:51:35.636949+00,what type of skin do i have?,Skin Type Specific Concerns
352,266127,2023-09-28 22:55:54.366023+00,"I do skincare both in the morning and evenin, i have got combination skin with breakout and acne scars, right now i use the cerave cleanser for oily skin then a innisfree green tea toner then in the morning i use a beauty of joseon ginseng and snail mucin serum while in the evening i use the beauty of joseon niacinamide and propilis serum and un the end i use the gel moisturizer by byoma,",Product Recommendations
353,266127,2023-09-28 22:56:21.684422+00,what i the best skin care routine and what are best product?,Product and Routine Questions
354,266127,2023-09-28 22:59:14.206838+00,"from 5 to 7 hours each night, i usually wake up at 6:15 during the week and at 9:30/10:30 in the weekend, i sleep pretty well only in the summer i had some problems, currently i go to bed at 23:00/1:00 on week days while at 1:30/2:30 during the weekend",Sleep Concerns
355,266165,2023-09-29 01:58:03.945907+00,I have brood infection,Other
356,266193,2023-09-29 02:21:29.085423+00,"Scars, Spots",General Skincare and Skincare Issues
357,266193,2023-09-29 02:22:18.13492+00,"Scars, Spots",General Skincare and Skincare Issues
358,266193,2023-09-29 02:22:53.259356+00,"- Dry, Normal",General Skincare and Skincare Issues
359,266193,2023-09-29 02:23:04.726314+00,No,Other
360,266216,2023-09-29 03:03:04.04277+00,Madarchod,Other
361,266216,2023-09-29 03:03:22.758761+00,Chutiye,Other
362,266251,2023-09-29 03:28:13.617312+00,I want to have clear skin with no blemishes.,General Skincare and Skincare Issues
363,266251,2023-09-29 03:28:53.596948+00,I've used plum sunscreen,Other
364,266249,2023-09-29 03:29:28.650532+00,I have many pimples and dark spots,Pimples and Acne Removal
365,266249,2023-09-29 03:29:45.277206+00,Ok,Miscellaneous and Feedback
366,265349,2023-09-29 04:35:22.660036+00,I don't know,Product Recommendations
367,265349,2023-09-29 04:35:33.906295+00,Okk,Other
368,266335,2023-09-29 05:20:56.760934+00,angry,Other
369,25709,2023-09-29 06:16:51.167472+00,"Oily skin,Comedones, texrured skin , dark spots, open pores",General Skincare and Skincare Issues
370,25709,2023-09-29 06:17:36.578295+00,Can u recommend me skincare products for my skin concern,Product and Routine Questions
371,25709,2023-09-29 06:19:12.436792+00,Oily skin,Skin Type Specific Concerns
372,265307,2023-09-29 07:23:40.68537+00,I have so many darkspots,Other
373,266449,2023-09-29 07:24:16.69959+00,Pore appearance,General Skincare and Skincare Issues
374,265307,2023-09-29 07:24:24.566245+00,"How to decrease darkspots, dark circles and pimples",Pimples and Acne Removal
375,266449,2023-09-29 07:24:40.788572+00,How I can come over this problem,Other
376,266449,2023-09-29 07:26:09.496049+00,Target issues,Other
377,266449,2023-09-29 07:27:07.904219+00,Morning and evening skin care routine for oily and acne prone skin,Skin Type Specific Concerns
378,266449,2023-09-29 07:27:34.026929+00,Which cleanser and moisturizer and serum should I use,Product Recommendations
379,266565,2023-09-29 09:06:11.4505+00,Something from Indian food,Diet and Nutrition
380,266565,2023-09-29 09:07:02.406963+00,My current concern is redness and acne and hydration and I have small bumps,Pimples and Acne Removal
381,266579,2023-09-29 09:07:07.542424+00,skin feel,General Skincare and Skincare Issues
382,266565,2023-09-29 09:07:15.09902+00,How do I improve,Sleep Concerns
383,266579,2023-09-29 09:07:40.764173+00,how to get rid of oily skin,Pimples and Acne Removal
384,266579,2023-09-29 09:10:21.310874+00,key ingredients,Other
772,269375,2023-10-01 11:25:24.818861+00,"Acne,pores",General Skincare and Skincare Issues
385,266579,2023-09-29 09:10:53.577032+00,healthy recipes for skin improvement,General Skincare and Skincare Issues
386,266579,2023-09-29 09:13:42.882771+00,My skin is oily type so please give me Morning/Evening routine and suggest best products,Skincare Routine Advice
387,266579,2023-09-29 09:14:26.3387+00,Give Morning/Evening routine,Skincare Routine Advice
388,266579,2023-09-29 09:17:06.558915+00,Oily skin,Skin Type Specific Concerns
389,266579,2023-09-29 09:17:59.082452+00,Give me the best products for oily skin like cleanser and oil-free moisturizer,Product Recommendations
390,264424,2023-09-29 10:07:46.798424+00,Dry and dehydrated skin,General Skincare and Skincare Issues
391,264424,2023-09-29 10:17:07.57956+00,My skin is dry or dehydrated. Im confused,General Skincare and Skincare Issues
392,264424,2023-09-29 10:21:27.731988+00,Morning and night. I have dry and dehydrated skin with blackness around nose area . I use Noray suncreen  in day and kozak cream at night . 5 to 10 mins . smooth and natural skin tone,Skincare Routine Advice
393,264424,2023-09-29 10:21:59.863685+00,Skin care routine,Skincare Routine Advice
394,264424,2023-09-29 10:23:30.673524+00,Feel dry and tight after washing face and applying certain products .,General Skincare and Skincare Issues
395,264424,2023-09-29 10:23:48.555148+00,Dry after washing,General Skincare and Skincare Issues
396,264424,2023-09-29 10:24:34.52657+00,Vigin,Other
397,264424,2023-09-29 10:24:54.767822+00,For dry and dehydrated akin,General Skincare and Skincare Issues
398,266673,2023-09-29 10:25:00.421096+00,I want to remove pimples and scars,Pimples and Acne Removal
399,266673,2023-09-29 10:25:31.328627+00,Give me routine,Skincare Routine Advice
400,264424,2023-09-29 10:26:27.577495+00,"Dryness,dehydration ,acne,blackness",Pimples and Acne Removal
401,261186,2023-09-29 10:57:43.138907+00,I use biosilk moisturizer and venusla moisture,Product Recommendations
402,261186,2023-09-29 10:58:04.812305+00,My skin i very dry after using biosilk,General Skincare and Skincare Issues
403,261186,2023-09-29 10:59:39.307172+00,I am vegetarian and i eat only veg,Diet and Nutrition
404,261186,2023-09-29 11:00:05.541384+00,Tell me some good food which can improve my skin,General Skincare and Skincare Issues
405,266127,2023-09-29 11:04:19.191333+00,"i want to get rid of pimple, acne scar and control my sebo production, i wash my face with the cerave for oily skin, i use the innisfree green tea toner, then in the morning i use the beauty of joseon ginseng and snail mucin serum while in the evenin i use the niacinamide and propolis one and then i use the gel mosturizer by byoma. I have combination skin and it feels greasy and i keep breaking out",Product Recommendations
